usuario_id,medio_pago_detalle,estado,tipo
143,'{""CreditCard"":{""CardNumber"":180037060486804,""CVV"":804,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
144,'{""CreditCard"":{""CardNumber"":180029720765586,""CVV"":586,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
145,'{""CreditCard"":{""CardNumber"":180052869887896,""CVV"":896,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
146,'{""CreditCard"":{""CardNumber"":210032011259214,""CVV"":214,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
147,'{""CreditCard"":{""CardNumber"":210026482569291,""CVV"":291,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
148,'{""CreditCard"":{""CardNumber"":180036546334612,""CVV"":612,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
149,'{""CreditCard"":{""CardNumber"":180033364811722,""CVV"":722,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
150,'{""CreditCard"":{""CardNumber"":210090598810692,""CVV"":692,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
151,'{""CreditCard"":{""CardNumber"":210071981798264,""CVV"":264,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
152,'{""CreditCard"":{""CardNumber"":180071496995443,""CVV"":443,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
153,'{""CreditCard"":{""CardNumber"":180085142080541,""CVV"":541,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
154,'{""CreditCard"":{""CardNumber"":180061640934463,""CVV"":463,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
155,'{""CreditCard"":{""CardNumber"":180053546133399,""CVV"":399,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
156,'{""CreditCard"":{""CardNumber"":210040237727245,""CVV"":245,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
157,'{""CreditCard"":{""CardNumber"":180022686364262,""CVV"":262,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
158,'{""CreditCard"":{""CardNumber"":210071004065618,""CVV"":618,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
159,'{""CreditCard"":{""CardNumber"":180095596404584,""CVV"":584,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
160,'{""CreditCard"":{""CardNumber"":180077728204827,""CVV"":827,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
161,'{""CreditCard"":{""CardNumber"":210092026762347,""CVV"":347,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
162,'{""CreditCard"":{""CardNumber"":210047960268214,""CVV"":214,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
163,'{""CreditCard"":{""CardNumber"":210088638625526,""CVV"":526,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
164,'{""CreditCard"":{""CardNumber"":210087025043236,""CVV"":236,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
165,'{""CreditCard"":{""CardNumber"":210012127123447,""CVV"":447,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
166,'{""CreditCard"":{""CardNumber"":210043200865976,""CVV"":976,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
167,'{""CreditCard"":{""CardNumber"":180041220953273,""CVV"":273,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
168,'{""CreditCard"":{""CardNumber"":210004823806250,""CVV"":250,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
169,'{""CreditCard"":{""CardNumber"":180019445127683,""CVV"":683,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
170,'{""CreditCard"":{""CardNumber"":210051886638070,""CVV"":56,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
171,'{""CreditCard"":{""CardNumber"":180028912574889,""CVV"":889,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
172,'{""CreditCard"":{""CardNumber"":180029667366190,""CVV"":190,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
173,'{""CreditCard"":{""CardNumber"":210053775913846,""CVV"":846,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
174,'{""CreditCard"":{""CardNumber"":210089601851669,""CVV"":669,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
175,'{""CreditCard"":{""CardNumber"":210046424271665,""CVV"":665,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
176,'{""CreditCard"":{""CardNumber"":180085495397781,""CVV"":781,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
177,'{""CreditCard"":{""CardNumber"":180057256100910,""CVV"":910,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
178,'{""CreditCard"":{""CardNumber"":210071118400826,""CVV"":826,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
179,'{""CreditCard"":{""CardNumber"":210053527021567,""CVV"":567,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
180,'{""CreditCard"":{""CardNumber"":210070499756848,""CVV"":848,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
181,'{""CreditCard"":{""CardNumber"":180007543647132,""CVV"":132,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
182,'{""CreditCard"":{""CardNumber"":210058841344843,""CVV"":843,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
183,'{""CreditCard"":{""CardNumber"":210051444034200,""CVV"":200,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
184,'{""CreditCard"":{""CardNumber"":180008334716904,""CVV"":904,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
185,'{""CreditCard"":{""CardNumber"":180063027485663,""CVV"":663,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
186,'{""CreditCard"":{""CardNumber"":180078645218338,""CVV"":338,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
187,'{""CreditCard"":{""CardNumber"":180009415415432,""CVV"":432,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
188,'{""CreditCard"":{""CardNumber"":210028757371700,""CVV"":700,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
189,'{""CreditCard"":{""CardNumber"":180034847687788,""CVV"":788,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
190,'{""CreditCard"":{""CardNumber"":210055877138685,""CVV"":685,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
191,'{""CreditCard"":{""CardNumber"":180036896152507,""CVV"":507,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
192,'{""CreditCard"":{""CardNumber"":210032564595352,""CVV"":352,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
193,'{""CreditCard"":{""CardNumber"":180010530628784,""CVV"":784,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
194,'{""CreditCard"":{""CardNumber"":180090442888627,""CVV"":627,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
195,'{""CreditCard"":{""CardNumber"":210071113792748,""CVV"":748,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
196,'{""CreditCard"":{""CardNumber"":180045010370945,""CVV"":945,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
197,'{""CreditCard"":{""CardNumber"":180088222799147,""CVV"":147,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
198,'{""CreditCard"":{""CardNumber"":180049402612245,""CVV"":245,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
199,'{""CreditCard"":{""CardNumber"":210005291928641,""CVV"":641,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
200,'{""CreditCard"":{""CardNumber"":180061896712126,""CVV"":126,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
201,'{""CreditCard"":{""CardNumber"":180062929593749,""CVV"":749,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
202,'{""CreditCard"":{""CardNumber"":180054606772258,""CVV"":258,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
203,'{""CreditCard"":{""CardNumber"":180092491169511,""CVV"":511,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
204,'{""CreditCard"":{""CardNumber"":180044173925876,""CVV"":876,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
205,'{""CreditCard"":{""CardNumber"":210027618624919,""CVV"":919,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
206,'{""CreditCard"":{""CardNumber"":210073687533607,""CVV"":607,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
207,'{""CreditCard"":{""CardNumber"":180081864021441,""CVV"":441,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
208,'{""CreditCard"":{""CardNumber"":180000578744429,""CVV"":429,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
209,'{""CreditCard"":{""CardNumber"":210049687217888,""CVV"":888,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
210,'{""CreditCard"":{""CardNumber"":180092438260431,""CVV"":431,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
211,'{""CreditCard"":{""CardNumber"":210055247279995,""CVV"":995,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
212,'{""CreditCard"":{""CardNumber"":180017657990939,""CVV"":939,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
213,'{""CreditCard"":{""CardNumber"":180016563653789,""CVV"":789,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
214,'{""CreditCard"":{""CardNumber"":210010856275388,""CVV"":388,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
215,'{""CreditCard"":{""CardNumber"":210041493466627,""CVV"":627,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
216,'{""CreditCard"":{""CardNumber"":180018187788157,""CVV"":157,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
217,'{""CreditCard"":{""CardNumber"":180030308155620,""CVV"":620,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
218,'{""CreditCard"":{""CardNumber"":210021653086084,""CVV"":84,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
219,'{""CreditCard"":{""CardNumber"":180050779717633,""CVV"":633,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
220,'{""CreditCard"":{""CardNumber"":210009471515236,""CVV"":236,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
221,'{""CreditCard"":{""CardNumber"":180056295571776,""CVV"":776,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
222,'{""CreditCard"":{""CardNumber"":210003519628820,""CVV"":820,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
223,'{""CreditCard"":{""CardNumber"":210034267788342,""CVV"":342,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
224,'{""CreditCard"":{""CardNumber"":180081191047796,""CVV"":796,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
225,'{""CreditCard"":{""CardNumber"":180055039338674,""CVV"":674,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
226,'{""CreditCard"":{""CardNumber"":180035092144912,""CVV"":912,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
227,'{""CreditCard"":{""CardNumber"":180038619775176,""CVV"":176,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
228,'{""CreditCard"":{""CardNumber"":180015443020805,""CVV"":805,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
229,'{""CreditCard"":{""CardNumber"":180066456829517,""CVV"":517,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
230,'{""CreditCard"":{""CardNumber"":210082458465642,""CVV"":642,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
231,'{""CreditCard"":{""CardNumber"":210055475088977,""CVV"":977,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
232,'{""CreditCard"":{""CardNumber"":210086325236854,""CVV"":854,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
233,'{""CreditCard"":{""CardNumber"":180009811710287,""CVV"":287,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
234,'{""CreditCard"":{""CardNumber"":180040953816392,""CVV"":392,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
235,'{""CreditCard"":{""CardNumber"":180048725819982,""CVV"":982,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
236,'{""CreditCard"":{""CardNumber"":210087025142574,""CVV"":574,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
237,'{""CreditCard"":{""CardNumber"":210010920878472,""CVV"":472,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
238,'{""CreditCard"":{""CardNumber"":180040945415535,""CVV"":535,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
239,'{""CreditCard"":{""CardNumber"":180006480913382,""CVV"":382,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
240,'{""CreditCard"":{""CardNumber"":180055308459888,""CVV"":888,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
241,'{""CreditCard"":{""CardNumber"":180056028541252,""CVV"":252,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
242,'{""CreditCard"":{""CardNumber"":180033149761838,""CVV"":838,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
243,'{""CreditCard"":{""CardNumber"":180074477457599,""CVV"":599,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
244,'{""CreditCard"":{""CardNumber"":180085483207919,""CVV"":919,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
245,'{""CreditCard"":{""CardNumber"":210021075504144,""CVV"":144,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
246,'{""CreditCard"":{""CardNumber"":180080787785181,""CVV"":181,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
247,'{""CreditCard"":{""CardNumber"":210062927800074,""CVV"":60,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
248,'{""CreditCard"":{""CardNumber"":180001920364882,""CVV"":882,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
249,'{""CreditCard"":{""CardNumber"":210042225456670,""CVV"":670,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
250,'{""CreditCard"":{""CardNumber"":180094931621051,""CVV"":41,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
251,'{""CreditCard"":{""CardNumber"":180063479976805,""CVV"":805,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
252,'{""CreditCard"":{""CardNumber"":210098426423083,""CVV"":83,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
253,'{""CreditCard"":{""CardNumber"":180018077088056,""CVV"":46,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
254,'{""CreditCard"":{""CardNumber"":180092485779069,""CVV"":69,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
255,'{""CreditCard"":{""CardNumber"":180070889713546,""CVV"":546,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
256,'{""CreditCard"":{""CardNumber"":180060014548115,""CVV"":115,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
257,'{""CreditCard"":{""CardNumber"":180046704331813,""CVV"":813,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
258,'{""CreditCard"":{""CardNumber"":210077220030237,""CVV"":237,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
259,'{""CreditCard"":{""CardNumber"":180031100400594,""CVV"":594,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
260,'{""CreditCard"":{""CardNumber"":180045486097931,""CVV"":931,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
261,'{""CreditCard"":{""CardNumber"":180076555558602,""CVV"":602,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
262,'{""CreditCard"":{""CardNumber"":180005600702956,""CVV"":956,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
263,'{""CreditCard"":{""CardNumber"":210033463639309,""CVV"":309,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
264,'{""CreditCard"":{""CardNumber"":180045773204638,""CVV"":638,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
265,'{""CreditCard"":{""CardNumber"":210012999209910,""CVV"":910,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
266,'{""CreditCard"":{""CardNumber"":210050785312712,""CVV"":712,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
267,'{""CreditCard"":{""CardNumber"":180032783579142,""CVV"":142,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
268,'{""CreditCard"":{""CardNumber"":210074027237800,""CVV"":800,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
269,'{""CreditCard"":{""CardNumber"":210060564086585,""CVV"":585,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
270,'{""CreditCard"":{""CardNumber"":180089202371600,""CVV"":600,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
271,'{""CreditCard"":{""CardNumber"":210075388260257,""CVV"":257,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
272,'{""CreditCard"":{""CardNumber"":180095611402266,""CVV"":266,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
273,'{""CreditCard"":{""CardNumber"":180013267413479,""CVV"":479,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
274,'{""CreditCard"":{""CardNumber"":180041646338273,""CVV"":273,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
275,'{""CreditCard"":{""CardNumber"":210022550646475,""CVV"":475,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
276,'{""CreditCard"":{""CardNumber"":210067935592076,""CVV"":62,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
277,'{""CreditCard"":{""CardNumber"":180058614896264,""CVV"":264,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
278,'{""CreditCard"":{""CardNumber"":180028078508523,""CVV"":523,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
279,'{""CreditCard"":{""CardNumber"":180086874344444,""CVV"":444,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
280,'{""CreditCard"":{""CardNumber"":210004316322898,""CVV"":898,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
281,'{""CreditCard"":{""CardNumber"":210053243541286,""CVV"":286,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
282,'{""CreditCard"":{""CardNumber"":210047906526774,""CVV"":774,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
283,'{""CreditCard"":{""CardNumber"":210009285768807,""CVV"":807,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
284,'{""CreditCard"":{""CardNumber"":210064201675222,""CVV"":222,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
285,'{""CreditCard"":{""CardNumber"":210039679136220,""CVV"":220,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
286,'{""CreditCard"":{""CardNumber"":210084401305958,""CVV"":958,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
287,'{""CreditCard"":{""CardNumber"":210096371894944,""CVV"":944,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
288,'{""CreditCard"":{""CardNumber"":210021276091677,""CVV"":677,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
289,'{""CreditCard"":{""CardNumber"":210006981872370,""CVV"":370,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
290,'{""CreditCard"":{""CardNumber"":210017095103495,""CVV"":495,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
291,'{""CreditCard"":{""CardNumber"":210091013055392,""CVV"":392,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
292,'{""CreditCard"":{""CardNumber"":180037782149037,""CVV"":31,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
293,'{""CreditCard"":{""CardNumber"":180052419320398,""CVV"":398,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
294,'{""CreditCard"":{""CardNumber"":180008524938011,""CVV"":9,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
295,'{""CreditCard"":{""CardNumber"":180055907496935,""CVV"":935,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
296,'{""CreditCard"":{""CardNumber"":180075378067544,""CVV"":544,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
297,'{""CreditCard"":{""CardNumber"":180084217298211,""CVV"":211,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
298,'{""CreditCard"":{""CardNumber"":180053309383660,""CVV"":660,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
299,'{""CreditCard"":{""CardNumber"":210077271845640,""CVV"":640,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
300,'{""CreditCard"":{""CardNumber"":210036415458611,""CVV"":611,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
301,'{""CreditCard"":{""CardNumber"":210005614042203,""CVV"":203,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
302,'{""CreditCard"":{""CardNumber"":180098950441622,""CVV"":622,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
303,'{""CreditCard"":{""CardNumber"":180042464049323,""CVV"":323,""Vencimiento"":""04/21""}}',Activo,Tarjeta de crédito
304,'{""CreditCard"":{""CardNumber"":180069603516151,""CVV"":151,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
305,'{""CreditCard"":{""CardNumber"":180082880308390,""CVV"":390,""Vencimiento"":""04/21""}}',Inactivo,Tarjeta de crédito
